,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
6,2024-12-10,Sunderland,Bristol City,"1,69","0,28","Action: Draw no bet 1X 
","Home: Sunderland, Away: Bristol City
Pts (All M): 36 VS 25
Pts Against Higher: 11 VS 3
Pts (Last 5): 8 VS 6
Position: 4 VS 11

BTTS (All M): 0.33 VS 0.4
Shots (All M):  14.0 VS 12.7
Shots (Last 5):  16.2 VS 9.8
Shots (AHR):  14.0 VS 10.3

Shots Tar (All M):  4.6 VS 4.1
Shots Tar (Last 5):  5.8 VS 3.0
Shots Tar (AHR):  3.4 VS 3.3

HT Gs (All M)):  1.2 VS 0.4
HT Gs (Last 5):  1.0 VS 0.5
HT Gs (AHR):  1.2 VS 0.7
FT Gs (All M)):  1.8 VS 1.1
FT Gs (Last 5):  1.5 VS 1.2
FT Gs (AHR):  1.6 VS 0.7

Scored at least 1 Goal (All M):  0.89 VS 0.6
Scored at least 1 Goal (Last 5)):  0.75 VS 0.5
Scored at least 1 Goal (AHR):  0.8 VS 0.33
"
0,2024-12-10,Burnley,Derby,"0,96","0,48","Action: U3.5
","Home: Burnley, Away: Derby
Pts (All M): 37 VS 20
Pts Against Higher: 10 VS 0
Pts (Last 5): 8 VS 4
Position: 3 VS 16

BTTS (All M): 0.33 VS 0.7
Shots (All M):  12.6 VS 7.8
Shots (Last 5):  12.8 VS 5.0
Shots (AHR):  12.5 VS 7.8

Shots Tar (All M):  3.7 VS 2.3
Shots Tar (Last 5):  4.5 VS 1.5
Shots Tar (AHR):  3.7 VS 2.6

HT Gs (All M)):  0.6 VS 0.3
HT Gs (Last 5):  0.2 VS 0.5
HT Gs (AHR):  0.3 VS 0.2
FT Gs (All M)):  1.4 VS 0.9
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  0.8 VS 0.6

Scored at least 1 Goal (All M):  0.78 VS 0.7
Scored at least 1 Goal (Last 5)):  0.75 VS 0.75
Scored at least 1 Goal (AHR):  0.67 VS 0.4
"
1,2024-12-10,Leeds,Middlesbrough,"1,83","0,97",No decision Made,"Home: Leeds, Away: Middlesbrough
Pts (All M): 38 VS 31
Pts Against Higher: 6 VS 1
Pts (Last 5): 12 VS 8
Position: 2 VS 6

BTTS (All M): 0.2 VS 0.56
Shots (All M):  18.7 VS 13.2
Shots (Last 5):  20.5 VS 13.0
Shots (AHR):  18.0 VS 10.7

Shots Tar (All M):  6.8 VS 5.8
Shots Tar (Last 5):  7.5 VS 8.2
Shots Tar (AHR):  5.0 VS 3.7

HT Gs (All M)):  1.2 VS 1.0
HT Gs (Last 5):  2.0 VS 2.2
HT Gs (AHR):  0.7 VS 0.3
FT Gs (All M)):  2.2 VS 2.0
FT Gs (Last 5):  2.5 VS 3.5
FT Gs (AHR):  1.3 VS 0.7

Scored at least 1 Goal (All M):  0.9 VS 0.78
Scored at least 1 Goal (Last 5)):  1.0 VS 1.0
Scored at least 1 Goal (AHR):  0.67 VS 0.67
"
2,2024-12-10,Luton,Stoke,"1,21","0,71",No decision Made,"Home: Luton, Away: Stoke
Pts (All M): 19 VS 21
Pts Against Higher: 8 VS 8
Pts (Last 5): 8 VS 4
Position: 17 VS 15

BTTS (All M): 0.7 VS 0.22
Shots (All M):  11.6 VS 10.0
Shots (Last 5):  9.0 VS 10.5
Shots (AHR):  13.0 VS 10.0

Shots Tar (All M):  3.6 VS 3.8
Shots Tar (Last 5):  3.0 VS 4.5
Shots Tar (AHR):  3.7 VS 3.8

HT Gs (All M)):  0.6 VS 0.2
HT Gs (Last 5):  0.5 VS 0.5
HT Gs (AHR):  0.3 VS 0.2
FT Gs (All M)):  1.4 VS 0.6
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  1.5 VS 0.6

Scored at least 1 Goal (All M):  1.0 VS 0.44
Scored at least 1 Goal (Last 5)):  1.0 VS 0.75
Scored at least 1 Goal (AHR):  1.0 VS 0.44
"
3,2024-12-10,Plymouth,Swansea,"2,14","1,29",No decision Made,"Home: Plymouth, Away: Swansea
Pts (All M): 17 VS 24
Pts Against Higher: 7 VS 11
Pts (Last 5): 8 VS 7
Position: 21 VS 13

BTTS (All M): 0.75 VS 0.4
Shots (All M):  14.0 VS 10.0
Shots (Last 5):  12.2 VS 12.0
Shots (AHR):  13.3 VS 10.0

Shots Tar (All M):  5.8 VS 3.1
Shots Tar (Last 5):  5.0 VS 5.2
Shots Tar (AHR):  5.3 VS 3.1

HT Gs (All M)):  0.4 VS 0.5
HT Gs (Last 5):  0.5 VS 0.8
HT Gs (AHR):  0.7 VS 0.5
FT Gs (All M)):  1.9 VS 0.7
FT Gs (Last 5):  2.0 VS 1.2
FT Gs (AHR):  2.3 VS 0.7

Scored at least 1 Goal (All M):  0.88 VS 0.4
Scored at least 1 Goal (Last 5)):  1.0 VS 0.75
Scored at least 1 Goal (AHR):  1.0 VS 0.4
"
4,2024-12-10,Portsmouth,Norwich,"1,13","1,44",No decision Made,"Home: Portsmouth, Away: Norwich
Pts (All M): 16 VS 25
Pts Against Higher: 4 VS 9
Pts (Last 5): 7 VS 1
Position: 23 VS 12

BTTS (All M): 0.5 VS 0.5
Shots (All M):  13.1 VS 10.0
Shots (Last 5):  15.2 VS 9.2
Shots (AHR):  10.2 VS 10.0

Shots Tar (All M):  4.2 VS 3.3
Shots Tar (Last 5):  6.0 VS 3.8
Shots Tar (AHR):  2.8 VS 3.3

HT Gs (All M)):  0.5 VS 0.5
HT Gs (Last 5):  1.0 VS 0.5
HT Gs (AHR):  0.4 VS 0.5
FT Gs (All M)):  1.1 VS 1.0
FT Gs (Last 5):  2.0 VS 0.8
FT Gs (AHR):  1.0 VS 1.0

Scored at least 1 Goal (All M):  0.62 VS 0.6
Scored at least 1 Goal (Last 5)):  1.0 VS 0.5
Scored at least 1 Goal (AHR):  0.6 VS 0.6
"
5,2024-12-10,Sheffield Weds,Blackburn,"1,18","1,36",No decision Made,"Home: Sheffield Weds, Away: Blackburn
Pts (All M): 26 VS 31
Pts Against Higher: 3 VS 5
Pts (Last 5): 5 VS 9
Position: 9 VS 5

BTTS (All M): 0.5 VS 0.44
Shots (All M):  14.0 VS 8.2
Shots (Last 5):  13.8 VS 8.5
Shots (AHR):  11.8 VS 9.0

Shots Tar (All M):  4.1 VS 3.1
Shots Tar (Last 5):  4.5 VS 3.0
Shots Tar (AHR):  4.0 VS 2.5

HT Gs (All M)):  0.7 VS 0.4
HT Gs (Last 5):  1.0 VS 0.5
HT Gs (AHR):  0.8 VS 0.5
FT Gs (All M)):  1.4 VS 1.0
FT Gs (Last 5):  1.5 VS 1.2
FT Gs (AHR):  1.2 VS 1.0

Scored at least 1 Goal (All M):  0.7 VS 0.67
Scored at least 1 Goal (Last 5)):  1.0 VS 0.75
Scored at least 1 Goal (AHR):  0.5 VS 0.75
"
8,2024-12-11,Hull,Watford,"0,56","2,07","Action: Double Chance X2 
","Home: Hull, Away: Watford
Pts (All M): 15 VS 30
Pts Against Higher: 1 VS 7
Pts (Last 5): 1 VS 4
Position: 24 VS 7

BTTS (All M): 0.5 VS 0.56
Shots (All M):  11.8 VS 10.1
Shots (Last 5):  11.5 VS 11.0
Shots (AHR):  11.2 VS 10.1

Shots Tar (All M):  3.7 VS 3.6
Shots Tar (Last 5):  3.8 VS 4.0
Shots Tar (AHR):  2.6 VS 3.6

HT Gs (All M)):  0.5 VS 0.6
HT Gs (Last 5):  0.5 VS 0.8
HT Gs (AHR):  0.4 VS 0.6
FT Gs (All M)):  0.8 VS 1.4
FT Gs (Last 5):  0.5 VS 2.2
FT Gs (AHR):  0.4 VS 1.4

Scored at least 1 Goal (All M):  0.5 VS 0.56
Scored at least 1 Goal (Last 5)):  0.5 VS 0.75
Scored at least 1 Goal (AHR):  0.4 VS 0.56
"
7,2024-12-11,Cardiff,Preston,"1,11","1,13","Action: U3.5
","Home: Cardiff, Away: Preston
Pts (All M): 17 VS 19
Pts Against Higher: 6 VS 5
Pts (Last 5): 6 VS 3
Position: 22 VS 18

BTTS (All M): 0.22 VS 0.67
Shots (All M):  15.7 VS 9.4
Shots (Last 5):  19.8 VS 11.0
Shots (AHR):  13.1 VS 9.4

Shots Tar (All M):  6.1 VS 3.7
Shots Tar (Last 5):  7.5 VS 4.8
Shots Tar (AHR):  4.9 VS 3.7

HT Gs (All M)):  0.6 VS 0.6
HT Gs (Last 5):  0.5 VS 0.8
HT Gs (AHR):  0.1 VS 0.6
FT Gs (All M)):  1.2 VS 0.9
FT Gs (Last 5):  1.2 VS 1.2
FT Gs (AHR):  0.6 VS 0.9

Scored at least 1 Goal (All M):  0.56 VS 0.67
Scored at least 1 Goal (Last 5)):  0.75 VS 0.75
Scored at least 1 Goal (AHR):  0.43 VS 0.67
"
9,2024-12-11,Millwall,Sheffield United,"1,14","1,25",No decision Made,"Home: Millwall, Away: Sheffield United
Pts (All M): 25 VS 41
Pts Against Higher: 7 VS 9
Pts (Last 5): 7 VS 8
Position: 10 VS 1

BTTS (All M): 0.4 VS 0.4
Shots (All M):  12.6 VS 10.8
Shots (Last 5):  9.5 VS 12.5
Shots (AHR):  11.2 VS 10.9

Shots Tar (All M):  4.0 VS 4.0
Shots Tar (Last 5):  2.8 VS 5.0
Shots Tar (AHR):  3.8 VS 4.1

HT Gs (All M)):  0.4 VS 0.8
HT Gs (Last 5):  0.2 VS 1.2
HT Gs (AHR):  0.2 VS 0.9
FT Gs (All M)):  1.3 VS 1.3
FT Gs (Last 5):  0.8 VS 2.0
FT Gs (AHR):  1.2 VS 1.3

Scored at least 1 Goal (All M):  0.8 VS 0.7
Scored at least 1 Goal (Last 5)):  0.75 VS 1.0
Scored at least 1 Goal (AHR):  1.0 VS 0.71
"
10,2024-12-11,QPR,Oxford,"1,33","1,41",No decision Made,"Home: QPR, Away: Oxford
Pts (All M): 18 VS 18
Pts Against Higher: 8 VS 2
Pts (Last 5): 5 VS 1
Position: 19 VS 20

BTTS (All M): 0.8 VS 0.62
Shots (All M):  15.6 VS 10.4
Shots (Last 5):  14.0 VS 9.2
Shots (AHR):  15.0 VS 10.4

Shots Tar (All M):  5.6 VS 3.2
Shots Tar (Last 5):  4.5 VS 2.8
Shots Tar (AHR):  5.4 VS 3.2

HT Gs (All M)):  0.7 VS 0.5
HT Gs (Last 5):  0.5 VS 0.0
HT Gs (AHR):  0.7 VS 0.5
FT Gs (All M)):  1.1 VS 0.9
FT Gs (Last 5):  1.2 VS 0.2
FT Gs (AHR):  1.1 VS 0.9

Scored at least 1 Goal (All M):  0.9 VS 0.62
Scored at least 1 Goal (Last 5)):  0.75 VS 0.25
Scored at least 1 Goal (AHR):  0.89 VS 0.62
"
11,2024-12-11,West Brom,Coventry,"0,78","0,96",No decision Made,"Home: West Brom, Away: Coventry
Pts (All M): 29 VS 21
Pts Against Higher: 8 VS 9
Pts (Last 5): 4 VS 7
Position: 8 VS 14

BTTS (All M): 0.22 VS 0.4
Shots (All M):  14.4 VS 9.5
Shots (Last 5):  15.8 VS 8.8
Shots (AHR):  13.4 VS 9.6

Shots Tar (All M):  3.2 VS 2.4
Shots Tar (Last 5):  3.8 VS 2.8
Shots Tar (AHR):  3.0 VS 2.7

HT Gs (All M)):  0.4 VS 0.3
HT Gs (Last 5):  0.8 VS 0.2
HT Gs (AHR):  0.6 VS 0.3
FT Gs (All M)):  0.7 VS 0.9
FT Gs (Last 5):  1.0 VS 1.5
FT Gs (AHR):  0.7 VS 1.1

Scored at least 1 Goal (All M):  0.44 VS 0.6
Scored at least 1 Goal (Last 5)):  0.5 VS 0.75
Scored at least 1 Goal (AHR):  0.43 VS 0.71
"
48,2024-12-14,Cesena,Cosenza,"2,46","1,84","Action: BTTS 
","Home: Cesena, Away: Cosenza
Pts (All M): 22 VS 20
Pts Against Higher: 13 VS 9
Pts (Last 5): 7 VS 8
Position: 7 VS 9

BTTS (All M): 0.62 VS 0.71
Shots (All M):  14.4 VS 13.7
Shots (Last 5):  15.2 VS 12.2
Shots (AHR):  16.0 VS 14.3

Shots Tar (All M):  6.1 VS 4.6
Shots Tar (Last 5):  5.8 VS 3.8
Shots Tar (AHR):  7.2 VS 5.0

HT Gs (All M)):  1.4 VS 0.6
HT Gs (Last 5):  0.8 VS 0.8
HT Gs (AHR):  1.4 VS 0.7
FT Gs (All M)):  2.1 VS 1.4
FT Gs (Last 5):  1.8 VS 1.5
FT Gs (AHR):  2.2 VS 1.7

Scored at least 1 Goal (All M):  1.0 VS 0.86
Scored at least 1 Goal (Last 5)):  1.0 VS 0.75
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
23,2024-12-14,Schalke 04,Fortuna Dusseldorf,"0,59","1,97","Action: Double Chance X2 
","Home: Schalke 04, Away: Fortuna Dusseldorf
Pts (All M): 16 VS 25
Pts Against Higher: 0 VS 13
Pts (Last 5): 4 VS 7
Position: 14 VS 6

BTTS (All M): 0.71 VS 0.43
Shots (All M):  16.1 VS 12.4
Shots (Last 5):  16.5 VS 13.2
Shots (AHR):  15.5 VS 12.0

Shots Tar (All M):  5.9 VS 4.4
Shots Tar (Last 5):  4.8 VS 3.8
Shots Tar (AHR):  6.5 VS 4.5

HT Gs (All M)):  1.3 VS 0.4
HT Gs (Last 5):  1.0 VS 0.5
HT Gs (AHR):  0.0 VS 0.3
FT Gs (All M)):  2.3 VS 1.9
FT Gs (Last 5):  1.8 VS 1.8
FT Gs (AHR):  0.5 VS 1.7

Scored at least 1 Goal (All M):  0.86 VS 0.86
Scored at least 1 Goal (Last 5)):  0.75 VS 0.75
Scored at least 1 Goal (AHR):  0.5 VS 0.83
"
28,2024-12-14,Carlisle,Chesterfield,"0,69","2,56","Action: Double Chance X2 
","Home: Carlisle, Away: Chesterfield
Pts (All M): 14 VS 28
Pts Against Higher: 2 VS 13
Pts (Last 5): 3 VS 6
Position: 24 VS 8

BTTS (All M): 0.56 VS 0.33
Shots (All M):  12.7 VS 10.6
Shots (Last 5):  11.2 VS 9.2
Shots (AHR):  11.2 VS 10.6

Shots Tar (All M):  4.0 VS 4.1
Shots Tar (Last 5):  3.8 VS 4.0
Shots Tar (AHR):  4.0 VS 4.1

HT Gs (All M)):  0.8 VS 1.0
HT Gs (Last 5):  0.5 VS 0.5
HT Gs (AHR):  0.8 VS 1.0
FT Gs (All M)):  0.9 VS 2.1
FT Gs (Last 5):  0.5 VS 2.2
FT Gs (AHR):  0.8 VS 2.1

Scored at least 1 Goal (All M):  0.67 VS 0.67
Scored at least 1 Goal (Last 5)):  0.5 VS 0.75
Scored at least 1 Goal (AHR):  0.5 VS 0.67
"
51,2024-12-14,Sampdoria,Spezia,"0,38","1,59","Action: Double Chance X2 
","Home: Sampdoria, Away: Spezia
Pts (All M): 17 VS 33
Pts Against Higher: 1 VS 11
Pts (Last 5): 4 VS 7
Position: 15 VS 2

BTTS (All M): 0.29 VS 0.38
Shots (All M):  14.0 VS 11.2
Shots (Last 5):  17.0 VS 12.8
Shots (AHR):  12.5 VS 11.2

Shots Tar (All M):  4.6 VS 3.8
Shots Tar (Last 5):  6.0 VS 4.2
Shots Tar (AHR):  4.0 VS 3.8

HT Gs (All M)):  0.4 VS 0.5
HT Gs (Last 5):  0.5 VS 0.5
HT Gs (AHR):  0.5 VS 0.5
FT Gs (All M)):  0.9 VS 1.1
FT Gs (Last 5):  1.2 VS 1.5
FT Gs (AHR):  0.5 VS 1.1

Scored at least 1 Goal (All M):  0.57 VS 0.62
Scored at least 1 Goal (Last 5)):  0.75 VS 0.75
Scored at least 1 Goal (AHR):  0.5 VS 0.62
"
